REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;16.4
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.9
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.243
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.433
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.856
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.703
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.7
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.125
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.844
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.967
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.2
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.85
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.43
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;23.4
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.27
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.664
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;13.0
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.308
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.75
China;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;11.25
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.948
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;13.033
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.65
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.377
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.7
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.959
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.95
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.676
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.9
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.455
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.8
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.425
France;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.442
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;17.9
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.425
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.75
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.156
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.519
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.425
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.325
India;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.39
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;10.4
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.808
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.65
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.783
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;10.575
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.983
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;12.65
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.627
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.175
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.219
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.75
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.827
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.142
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.025
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.325
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.975
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.222
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.888
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.0
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;9.2
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;9.6
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.77
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.025
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.062
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;33.775
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;2.747
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.2
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.579
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.728
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.375
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.4
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.466
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;8.315
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;11.8
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.6
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.233
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;3.114
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;15.712
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.176
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;14.4
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;1.716
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;2.225
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;9.592
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.425
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;22.525
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;11.245
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.0
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;16.04
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;9.361
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.275
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;2.577
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;10.924
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.14
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;2.3
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;1.4
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;12.442
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;9.849
Turkmenistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Tuvalu;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Uganda;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Ukraine;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;6.363
United Arab Emirates;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
United Kingdom;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.725
United States;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;5.8
Uruguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.925
Uzbekistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;4.893
Vanuatu;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Venezuela, RB;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;7.354
Viet Nam;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;2.38
West Bank and Gaza;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;26.6
Yemen, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Zambia;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Zimbabwe;Unemployment rate, Percent of total labor force;Percentage of labor force;2008;
Afghanistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Albania;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;13.4
Algeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;13.793
Andorra;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Angola;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Antigua and Barbuda;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Argentina;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.475
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;28.7
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.71
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.37
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.192
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.326
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.853
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.6
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.425
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.962
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.492
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;10.3
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.7
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.668
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;29.0
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.28
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.935
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;15.2
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.158
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.008
China;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;11.192
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.597
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;14.733
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.925
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.306
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.775
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.452
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.923
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.205
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.3
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.592
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.6
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.95
France;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.017
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;17.4
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.542
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.4
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.211
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.011
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.0
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;2.492
India;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.11
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;10.5
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.0
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.15
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.208
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.85
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.833
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;12.7
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.257
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.258
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.153
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.075
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.248
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.183
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.05
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.225
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.467
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.522
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.611
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.1
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;11.3
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.8
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.295
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.625
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.935
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;34.925
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;2.539
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.2
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.372
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.601
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.425
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;7.325
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.944
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.722
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;11.2
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.342
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.025
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.021
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;15.852
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.645
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;18.8
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;1.863
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;2.125
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;11.217
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.875
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;23.0
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.233
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.2
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;16.77
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;10.682
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.242
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;2.766
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.406
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;3.91
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;2.5
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;1.4
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
